title,price,transaction_type,governorate,delegation,area_m2,bedrooms,bathrooms,subcategory,publisher_name,is_shop,published_on,description,detail_url
S+3 باجة ville للكراء,550.0,À Louer,Ariana,شارع حبيب بورقيبة,100,1,1,flat,Dadou Trabe,False,2024-01-18,بورتمان فى وسطة المدينة للكراء ثلاث غرف مطبخ مع salle du bain تواصل عن طريق ايميل او تلفون للجادين فقط,https://www.houni.tn/en/property/rent/flat/ariana/raoued/jaafer/s+3-باجة-ville-للكراء/gm8q23
"A Louer Appartement S+1 à AFH Mrezge, Cité El wafa, Nabeul",700.0,À Louer,Nabeul,Cité El Wafa,60,1,1,flat,Leboulevard Immobilier,False,2024-01-18,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 775a Un appartement S+1 Haut standing dans une residence bien securisee a AFH Mrezge, Cite El wafa, Nabeul Il se compose d'un spacieux salon avec balcon , kitchenette bien equipee (refrigerateur, plaque, four, Hotte, Machine a laver et machine a la vaisselles ) une chambre a coucher salle d’eau. • Chauffage central • Climatiseur pre installe • 5 minutes de la plage a pied • Pres de toutes les commodite (Faculte, clinique, magasin, restaurant, transport…) • Prix : 700DT/mois Pour plus d'informations, contactez-nous sur : 55982862 |22232885 WhatsApp (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/78928-appartement-s1-a-afh-mrezga-cite-el-wafa",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-a-afh-mrezge-cite-el-wafa/w9uj4c
(s+2)  Rez de jardin à louer,750.0,À Louer,Sousse,Rue orangers Khzema,120,2,1,flat,immobiliere Internationale,False,2024-01-18,"A louer #appartement #khzema (s+2) Rez de jardin dans un immeuble familiale securise et le quartier tres calme. 🏠 Salon spacieux 🏠Cuisine equipee avec des elements de rangements 🏠Deux Chambres a coucher 🏠Salle de bain avec baignoire 🏡L'appartement equipee par chauffage centrale, climatiseur Prix de loyer : 750 DT/Mois Soyez les bienvenus 🙂a notre agence Immobiliere internationale Tunisie ou bien contacter : ☎ 55 528 102 Viber et Whatsapp ☎53 528 889 ☎ 73 242 044 Site web : https://www.immo-internationale.com.tn E-mail : immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/flat/sousse/sousse-jawhara/mohamed-el-karoui/(s+2)-rez-de-jardin-a-louer/sbruxg
Appartement S+2 Meublé,870.0,À Louer,Sousse,Sahloul Sousse,120,2,1,flat,immobiliere Internationale,False,2024-01-18,🔔𝐋'𝐈𝐦𝐦𝐨𝐛𝐢𝐥𝐢𝐞𝐫𝐞 𝐈𝐧𝐭𝐞𝐫𝐧𝐚𝐭𝐢𝐨𝐧𝐚𝐥𝐞 𝐓𝐮𝐧𝐢𝐬𝐢𝐞 𝐯𝐨𝐮𝐬 𝐩𝐫𝐨𝐩𝐨𝐬𝐞🔔 Location d'un appartement 𝐒+𝟐 𝐦𝐞𝐮𝐛𝐥𝐞 𝐑𝐃𝐂 a cote du lycee pilote Sahloul Situe dans un quartier residentiel calme et securise. 💰Le loyer mensuel est de 870 dt. Contactez-nous des aujourd'hui pour plus d'informations ou pour organiser une visite. ☎53 528 889 / 55 528 102 Viber et Whatsapp ☎ 73 242 044 📍 https://www.immo-internationale.com.tn 📧 immo.internationale@gmail.com,https://www.houni.tn/en/property/rent/flat/sousse/sousse-jawhara/mohamed-el-karoui/appartement-s+2-meuble/5wcy1q
"A Louer Etage De Villa S+4 à Cité Ennacim (Mora), Nabeul",1100.0,À Louer,Nabeul,Cité Ennacim,140,4,2,house,Leboulevard Immobilier,False,2024-01-18,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 751a Etage de villa S+4 au 1er etage, situe dans un quartier calme a cite Ennacim (Mora), Nabeul. Elle se compose d’un spacieux salon, des placards, 4 chambres a coucher avec dressing, salle de bain, salle d’eau et une cuisine avec terrasse. • 3 Climatiseurs • Chauffage central • Entree independante • Abri pour 2 voitures • 900 metres de la plage • 200 metres de la route principale • Pres de toutes les commodites (Magasin, restaurant, banque, clinique, transport …) • Prix : 1100DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/77412-etage-de-villa-s4-a-mora-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/bir-challouf/a-louer-etage-de-villa-s+4-a-cite-ennacim-(mora)/mvxy3o
"A Louer Appartement S+2 Situé à Néapolis, Nabeul",600.0,À Louer,Nabeul,Néapolis,100,2,1,flat,Leboulevard Immobilier,False,2024-01-16,"L’agence immobiliere ""Le Boulevard"" vous propose : #Location_Annuelle #Reference : 773a Appartement meuble S+2 au 2eme etage, situe a Neapolis, Nabeul. Il se compose d'un salon, d'une cuisine avec sechoir, 2 chambre a coucher avec dressing, et d'une salle d’eau. • Climatiseur Chaud-froid •Terrasse •Proximite de toutes les commodites (banque, transports, facultes, plage, magasin….) •Prix : 600 DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 |22232885 WhatsApp (216) 55982862 | (216) 55982862 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/78729-appartement-s2-a-neapolis-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/a-louer-appartement-s+2-situe-a-neapolis-nabeul/i04ooo
"A Louer Etage De Villa S+2 à Néapolis, Nabeul",700.0,À Louer,Nabeul,Néapolis,100,2,1,house,Leboulevard Immobilier,False,2024-01-15,"L’agence immobiliere Le Boulevard vous propose : #Location_Annuelle #Reference : 770a Etage de villa S+2, situe a Neapolis, Nabeul. Il se compose d'un salon, une cuisine, 2 chambres a coucher avec dressing, salle de bain et terrasse. • Chauffage central • Abri de voiture • 05 minutes de la plage a pied • Pres de toutes les commodite (Magasin, banque, restaurant, salon de the, salle de sport…) • Prix : 700DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/78697-etage-de-villa-s2-a-neapolis-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/niapolis/a-louer-etage-de-villa-s+2-a-neapolis-nabeul/w4w2p0
Appartement S+2 au Zone Touristique,1450.0,À Louer,Sousse,Zone touristique Sousse,120,2,2,flat,immobiliere Internationale,False,2024-01-13,"Appartement a louer au zone touristique avec une belle vue sur mer ! Salon spacieux, deux chambres a coucher, cuisine equipee et salle de bain. 💰Prix de location : 1450dt/mois Pour plus d’information contactez : ☎53 528 889 / 55 528 102 Viber et Whatsapp ☎ 73 242 044 📍 https://www.immo-internationale.com.tn 📧 immo.internationale@gmail.com",https://www.houni.tn/en/property/rent/flat/sousse/sousse-medina/el-medina/appartement-s+2-au-zone-touristique/mhbzhh
Location s3 boumhal,750.0,À Louer,Ben Arous,Résidence salma boumhal,120,3,2,flat,Mohamed Amine BEDIOUI,False,2024-01-12,A louer s+3 situe au 3eme etage ( sans ascenseur) d'une residence calme et securisee a proximite de carrefour boumhal. Deux climatiseurs et chauffage central sont disponibles. Loyer 750d +30d frais de syndic/mois avec un mois de caution. Agences et samsara s'abstenir. Tel:48190297,https://www.houni.tn/en/property/rent/flat/ben-arous/bou-mhel-el-bassatine/el-bassatine/location-s3-boumhal/n5veeo
Location appartement s3 à proximité de carrefour boumhal,750.0,À Louer,Ben Arous,Résidence salma boumhal,120,3,2,flat,Mohamed Amine BEDIOUI,False,2024-01-12,A louer appartement s+3 situe au 3eme etage ( sans ascenseur)d'une residence calme et securise a proximite de carrefour boumhal. Deux climatiseurs et un chauffage central sont disponibles. Loyer 750d +30 frais de syndic /mois avec un mois de caution. Agences immobileres et samsara s'abstenir. Tel: 48190297,https://www.houni.tn/en/property/rent/flat/ben-arous/bou-mhel-el-bassatine/el-bassatine/location-appartement-s3-a-proximite-de-carrefour-b/sts3e
A Louer Appartement Meublé S+2 à AFH Nabeul,650.0,À Louer,Nabeul,Néapolis,120,2,1,flat,Leboulevard Immobilier,False,2024-01-12,"L’agence immobiliere ""Le Boulevard"" vous propose : #Location_Annuelle #Reference : 768a Appartement meuble S+2 au 3eme etage, situe a AFH Nabeul. Il se compose d'un salon avec balcon, d'une cuisine avec sechoir, d'une chambre a coucher avec dressing, d'une chambre avec terrasse et d'une salle de bain. Equipements inclus : • Climatiseur • Chauffage central •Superficie de l’appartement : 120m² •Proximite de toutes les commodites (banque, transports, facultes, plage, magasins…) •Prix : 650 DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 |22232885 WhatsApp (216) 55982862 | (216) 55982862 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/78010-appartement-s2-a-afh-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/a-louer-appartement-meuble-s+2-a-afh-nabeul/c01z8i
"A Louer Appartement S+2 Meublé à Sidi Mahersi, Nabeul",650.0,À Louer,Nabeul,Sidi Mahersi,110,2,1,flat,Leboulevard Immobilier,False,2024-01-12,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle ou #Jusqua_juin #Reference : 396a Appartement S+2 Meuble en Sous-sol situe a Sidi Mahersi, Nabeul. Il se compose d'un salon, 2 chambres a coucher avec dressing, salle d'eau et cuisine bien equipee (plaque, hotte, refrigerateur, machine a laver…) • Climatiseur • Chauffage central • Cameras de surveillance • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salon de the, plage…) • • Prix : 650DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862| (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/48268-appartement-s2-au-sous-sol-a-sidi-mahersi",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/a-louer-appartement-s+2-meuble-a-sidi-mahersi-nab/ub06z1
Appartement S1 Meublé à Khzema,700.0,À Louer,Sousse,Khzema ouest Sousse,60,1,1,flat,immobiliere Internationale,False,2024-01-11,#A_LOUER Un Appartement S+1 meuble lumineux de bonne orientation a Khzema Ouest Sousse. Il se compose de : ✅salon spacieux ✅Kitchenette bien equipee ✅Une chambre a coucher ✅Une salle de bain ✅Deux climatiseurs 💰Prix : 700Dt/mois inclus le syndic Pour plus d’information contactez : ☎53 528 889 / 55 528 102 Viber et Whatsapp ☎ 73 242 044 📍 https://www.immo-internationale.com.tn 📧 immo.internationale@gmail.com,https://www.houni.tn/en/property/rent/flat/sousse/sousse-jawhara/mohamed-el-karoui/appartement-s1-meuble-a-khzema/kaaxg
Appartement S2 Meublé à khzema,1150.0,À Louer,Sousse,khzema sousse,120,2,1,flat,immobiliere Internationale,False,2024-01-11,#A_LOUER Un Appartement S+2 meuble lumineux de bonne orientation a Khzema Sousse. Il se compose de : ✅salon spacieux lumineux ✅02 chambres a coucher ✅Une Cuisine totalement amenagee ✅une salle bain avec salle de bain 💰Prix : 1150Dt/mois N.B : location jusqu'a Juin 2024 Pour plus d’information contactez : ☎53 528 889 / 55 528 102 Viber et Whatsapp ☎ 73 242 044 📍 https://www.immo-internationale.com.tn 📧 immo.internationale@gmail.com,https://www.houni.tn/en/property/rent/flat/sousse/sousse-jawhara/mohamed-el-karoui/appartement-s2-meuble-a-khzema/2zwl81
Appartement à louer jardin d’El manzah ||,950.0,À Louer,Ariana,Jardin manzah 2,75,1,1,flat,dhouha zghal,False,2024-01-10,appartement a louer jardin manzah || au dessus Monoprix immeuble mercure richement meuble compose d'un S+1 a 🛋salon 🖥 🍳cuisine bien equipee 🛀salle de bain 🛌chambre a coucher avec dressing 🌡chauffage central 🔥gaz de ville,https://www.houni.tn/en/property/rent/flat/ariana/el-mnihla/errafaha/appartement-a-louer-jardin-d’el-manzah-||/jyfbyv
Appartement à usage bureautique ou commercial,800.0,À Louer,Nabeul,Lahwech Nabeul,60,1,1,flat,Leboulevard Immobilier,False,2024-01-10,"L'agence immobiliere Le Boulevard vous propose en exclusivite : #Location_simple #EN_EXCLUSIVITE #Reference : 764a Decouvrez un appartement 'Open Space' au 1er etage, idealement situe en plein centre-ville de Nabeul, dans une zone dynamique et animee. Cet espace offre une opportunite exceptionnelle pour etablir votre activite dans un environnement central et dynamique. • Superficie : 60m² • Usage : Commercial ou bureautique • Emplacement au cœur de lieux tres animes • Proximite de toutes les commodites Prix : 800 DT HT/mois Pour de plus amples informations, n'hesitez pas a nous contacter : Telephone : 55982862 | 22232885 WhatsApp : (216) 55982862 | (216) 55982862 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/77769-appartement-open-space-a-centre-ville-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/appartement-a-usage-bureautique-ou-commercial/gvvi0p
"A Louer Appartement S+2 Meublé à Sidi Mahersi, Nabeul",650.0,À Louer,Nabeul,Sidi Mahersi,110,2,1,flat,Leboulevard Immobilier,False,2024-01-09,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle ou #Jusqua_juin #Reference : 396a Appartement S+2 Meuble en Sous-sol situe a Sidi Mahersi, Nabeul. Il se compose d'un salon, 2 chambres a coucher avec dressing, salle d'eau et cuisine bien equipee (plaque, hotte, refrigerateur, machine a laver…) • Climatiseur • Chauffage central • Cameras de surveillance • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salon de the, plage…) • • Prix : 650DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862| (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/48268-appartement-s2-au-sous-sol-a-sidi-mahersi",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/a-louer-appartement-s+2-meuble-a-sidi-mahersi-nab/eqy006
"A Louer Appartement S+1 à Afh Mrezge, Cité El Wafa, Nabeul",1250.0,À Louer,Nabeul,cité el wafa,80,1,1,flat,Leboulevard Immobilier,False,2024-01-09,"L’agence immobiliere le boulevard vous propose : #location_Annuelle #Reference : 272a Un appartement S+1 Tres haut standing dans une residence situee a Afh Mrezge, cite El Wafa, Nabeul L'entree donne sur un salon lumineux avec une terrasse, une cuisine bien equipee (hotte, plaques, four, frigidaire, machine a laver…) ; une chambre a coucher avec dressing et salle d’eau avec cabine de douche • 2 climatiseurs • Piscine collective • 5 minutes de la plage a pieds • Pres de toutes les commodites (Magasin, banque, patisserie, clinique…) • Place de parking sous-sol • Prix : 1250 DT/ mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 Whatsapp (216)55982862| (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/42786-appartement-s1-haut-standing-a-afh-mrezge",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-a-afh-mrezge-cite-el-wafa/u4ddmg
Appartement S+3 Meublé,1500.0,À Louer,Sousse,Corniche Sousse,160,3,2,flat,immobiliere Internationale,False,2024-01-08,« l’immobiliere internationale -Tunisie propose pour la location de l'annee Universitaire un lumineux appartement S+3 richement meuble au Corniche Sousse,https://www.houni.tn/en/property/rent/flat/sousse/sousse-medina/el-medina/appartement-s+3-meuble/irc6jl
A LOUER UN AGREABLE STUDIO,350.0,À Louer,Tunis,Le bardo auprès de la sonede,70,2,1,flat,leila  ben ismail,False,2024-01-07,Agreable et lumineux studio recemment construit proche des commodites Composer de 2 chambres cuisine douche salle d’eau Tout pres de l'ISG et de la fac de medecine Pour un couple sans enfants ou 2 filles etudiantes ou 2 femmes fonctionnaires Pour plus d'information merci d'appeler 22029164,https://www.houni.tn/en/property/rent/flat/tunis/le-bardo/bou-choucha/a-louer-un-agreable-studio/8ag82u
Un Appartement S+3 à Bohsina,920.0,À Louer,Sousse,Bohsina Sousse,140,3,1,flat,immobiliere Internationale,False,2024-01-06,"✨L'Immobiliere Internationale Tunisie vous propose la location d'un appartement S3 au 1er etage d’une superficie de 140m² a Bohsina Sousse dans un petit immeuble.✨ Cet appartement est situe dans un quartier calme et residentiel, a proximite de toutes les commodites. L'appartement est en excellent etat et dispose d': ✅Une cuisine equipee ✅Un salon spacieux ✅Trois chambres a coucher confortables ✅Une salle de bain moderne ✅Un balcon avec une vue imprenable sur la ville",https://www.houni.tn/en/property/rent/flat/sousse/sousse-medina/el-medina/un-appartement-s+3-a-bohsina/wdpzia
"Appartement S+2 à Sidi Mahersi , Nabeul",650.0,À Louer,Nabeul,Sidi Mahersi,100,2,1,flat,Leboulevard Immobilier,False,2024-01-05,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle ou #Jusqua_juin #Reference : 396a Appartement S+2 Meuble en Sous-sol situe a Sidi Mahersi, Nabeul. Il se compose d'un salon, 2 chambres a coucher avec dressing, salle d'eau et cuisine bien equipee (plaque, hotte, refrigerateur, machine a laver…) • Climatiseur • Chauffage central • Cameras de surveillance • 10 minutes de la plage a pied • Pres de toutes les commodites (Magasin, restaurant, banque, salon de the, plage…) • • Prix : 650DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862| (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/48268-appartement-s2-au-sous-sol-a-sidi-mahersi",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/appartement-s+2-a-sidi-mahersi-nabeul/lm9wys
"A Louer Appartement S+1 à AFH mrezge, Cité El Wafa, Nabeul",700.0,À Louer,Nabeul,Cité El Wafa,70,1,1,flat,Leboulevard Immobilier,False,2024-01-04,"L’agence immobiliere Le Boulevard vous propose : #Location_jusqua_juin #Reference : 765a Un appartement S+1 dans une residence situee a Afh Mrezge, cite El Wafa, Nabeul. Il se compose d'un salon avec balcon vue sur mer, une cuisine bien equipee (plaque, hotte, four…), une chambre a coucher avec dressing et balcon et salle d’eau avec cabine de douche. • Climatiseur • Chauffage central • Piscine collective • Double ascenseur • 05 minutes de la plage a pied • Pres de toutes les commodites (Faculte, banque, restaurant, ecole, transport …) • Prix : 700 DT/Mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/77946-appartement-s1-vue-mer-a-afh-mrezga",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-a-afh-mrezge-cite-el-wafa/7v6uae
"A louer Appartement S+2 à AFH Mrezga , Cité El Wafa ",1500.0,À Louer,Nabeul,AFH Mrezga,120,2,1,flat,Leboulevard Immobilier,False,2024-01-04,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 460a Un appartement S+2 meuble haut standing dans une residence bien securisee a AFH Mrezge, Cite El wafa, Nabeul Il se compose d'un spacieux salon avec balcon vue piscine, 2 chambres a coucher avec dressing, salle de bain et une cuisine bien equipee (plaque, hotte, four, micro-onde, machine a laver...) avec sechoir • 3 Climatiseurs • Chauffage central • 5 minutes de la plage a pieds • Place de parking sous-sol • Piscine collective • Ascenseur • Pres de toutes les commodites (Magasin, restaurant, banque, cafe, transport…) • Prix : 1500DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 |22232885 Whatsapp (216)55982862 | (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/51691-appartement-s2-meuble-a-afh-mrezge",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+2-a-afh-mrezga-cite-el-waf/l8jjbm
"A Louer Appartement S+2 à AFH Mrezge, Cité El Wafa, Nabeul",1600.0,À Louer,Nabeul,Cité El Wafa,110,2,2,flat,Leboulevard Immobilier,False,2024-01-03,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 405a Un appartement S+2 tres haut standing dans une residence bien securisee a AFH Mrezge, Cite El wafa, Nabeul Il se compose d'un salon avec balcon vue sur mer, 2 chambres a coucher avec dressing, 2 salle d’eau et une cuisine bien equipee (plaque, hotte, four, machine a laver...) avec sechoir • 3 Climatiseurs • Chauffage central • Place de parking sous-sol • Ascenseur • Piscine collective • Vue sur mer • 05 minutes de la plage a pied • Pres de toutes les commodites (Clinique, Magasin, restaurant, banque, salon the, lounge…) • Prix : 1600DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 Whatsapp (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/48466-appartement-s2-hs-vue-mer-a-afh-mrezge",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+2-a-afh-mrezge-cite-el-wafa/8p1yn
A Louer Appartement S+1 Meublé Situé Au Bord De La Mer à Nabeul,700.0,À Louer,Nabeul,situé au bord de la mer à Nabeul,60,1,1,flat,Leboulevard Immobilier,False,2024-01-03,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 739a Appartement S+1 meuble, au rez-de-chaussee, situe au bord de la mer a Nabeul. Il se compose d’un salon, placard, une chambre a coucher, une cuisine bien equipee (plaque, hotte, four, refrigerateur, machine a laver…) et salle d'eau • Climatiseurs • Chauffage • Entree independante • 50 metres de la plage • Pres de toutes les commodites (Magasin, restaurant, lycee, hotel…) • Prix : 700DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 Whatsapp (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/76638-appartement-s1-rdc-a-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/el-hadayek/a-louer-appartement-s+1-meuble-situe-au-bord-de-la/dwsxj6
Apparemment S+3 à louer,1100.0,À Louer,Sousse,Sahloul 4 près du Park et du café Dip's,180,3,2,flat,Besma Souayed,False,2023-12-31,"Appartement S+3 haut standing sis au 2eme etage d'une villa a Sahloul 4 pres du cafe Dip's. Spacieux, bonne orientation, avec 3 terrasses",https://www.houni.tn/en/property/rent/flat/sousse/sousse-jawhara/oued-blibane/apparemment-s+3-a-louer/oo8d5v
Apparemment S+1 à louer,700.0,À Louer,Sousse,Sahloul 4 près du café Dip's,50,1,1,flat,Besma Souayed,False,2023-12-31,"Apparemment S +1 meuble, haut standing sis a Sahloul 4 pres du cafe Dip's au 2emeetaged'une villa. Bonne orientation",https://www.houni.tn/en/property/rent/flat/sousse/sousse-jawhara/mohamed-el-karoui/apparemment-s+1-a-louer/8i02mi
"A louer Appartement S+1 à AFH Mrezga , Cité El Wafa",750.0,À Louer,Nabeul,Nabeul,65,1,1,flat,Leboulevard Immobilier,False,2023-12-29,"L’agence immobiliere le boulevard vous propose : #Location_jusqua_juin #Reference : 711a Un appartement S+1 haut standing dans une residence situee a Afh Mrezge, cite El Wafa, Nabeul Il se compose d'un salon avec balcon vue sur piscine, une cuisine bien equipee, une chambre a coucher et salle d’eau avec cabine de douche. • 2 climatiseurs • Chauffage central • Piscine collective • Double ascenseur • 10 minutes de la plage a pied • Pres de toutes les commodites (Faculte, banque, restaurant, ecole, transport …) • Prix : 750DT/Mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862| (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/74363-appartement-s1-a-afh-mrezga",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-a-afh-mrezga-cite-el-waf/cgoc4i
"A Louer Etage De Villa S+4 à Cité Ennacim (Mora), Nabeul",1200.0,À Louer,Nabeul,Cité Ennacim (Mora),140,4,2,house,Leboulevard Immobilier,False,2023-12-28,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 751a Etage de villa S+4 au 1er etage, situe dans un quartier calme a cite Ennacim (Mora), Nabeul. Elle se compose d’un spacieux salon, des placards, 4 chambres a coucher avec dressing, salle de bain, salle d’eau et une cuisine avec terrasse. • 3 Climatiseurs • Chauffage central • Entree independante • Abri pour 2 voitures • 900 metres de la plage • 200 metres de la route principale • Pres de toutes les commodites (Magasin, restaurant, banque, clinique, transport …) • Prix : 1200DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 WhatsApp (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://leboulevardimmo.com/bien/details/77412-etage-de-villa-s4-a-mora-nabeul",https://www.houni.tn/en/property/rent/house/nabeul/nabeul/bir-challouf/a-louer-etage-de-villa-s+4-a-cite-ennacim-(mora)/qc2c7d
"A Louer Appartement S+2 Avec Jardin à Sidi Mahersi, Nabeul",1400.0,À Louer,Nabeul,Sidi Mahersi,100,2,1,flat,Leboulevard Immobilier,False,2023-12-28,"L’agence immobiliere le boulevard vous propose : #Location_Annuelle #Reference : 718a Un appartement S+2 meuble avec jardin dans une residence bien securisee a Sidi Mahersi, Nabeul. L'appartement se compose d'un salon avec terrasse, 2 chambres a coucher avec dressing et terrasse, Cuisine bien equipee avec Sechoir et salle de bain. • 3 Climatiseurs • Chauffage central • 5 minutes de la plage a pied • Pres de toutes les commodites • Place de parking privee • Superficie couverte : 100m² • Superficie de jardin : 100m² • Prix : 1400DT/mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 |22232885 WhatsApp (216)55982862 | (216) 22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/74857-appartement-s2-avec-jardin-a-sidi-mahersi-nabeul",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/niapolis/a-louer-appartement-s+2-avec-jardin-a-sidi-mahersi/dpvgmn
" A Louer Appartement S+1 à AFH Mrezge, Cité El Wafa, Nabeul",1250.0,À Louer,Nabeul,Cité El Wafa,80,1,1,flat,Leboulevard Immobilier,False,2023-12-27,"L’agence immobiliere le boulevard vous propose : #location_Annuelle #Reference : 272a Un appartement S+1 Tres haut standing dans une residence situee a Afh Mrezge, cite El Wafa, Nabeul L'entree donne sur un salon lumineux avec une terrasse, une cuisine bien equipee (hotte, plaques, four, frigidaire, machine a laver…) ; une chambre a coucher avec dressing et salle d’eau avec cabine de douche • 2 climatiseurs • Piscine collective • 5 minutes de la plage a pieds • Pres de toutes les commodites (Magasin, banque, patisserie, clinique…) • Place de parking sous-sol • Prix : 1250 DT/ mois Pour plus d'informations, contactez-nous sur : Telephone : 55982862 | 22232885 Whatsapp (216)55982862| (216)22232885 E-mail : leboulevardimmobilier@gmail.com Site web : https://www.leboulevardimmo.com/bien/details/42786-appartement-s1-haut-standing-a-afh-mrezge",https://www.houni.tn/en/property/rent/flat/nabeul/nabeul/bir-challouf/a-louer-appartement-s+1-a-afh-mrezge-cite-el-wafa/82wbbj
